,experiment,template,adj,num,noun,adjclass,numclass,nounclass,sent,sent_default,sent_no_plural,sent_no_mod,sent_default_nomod,sent_no_a,sent_reverse_mods,rating-sent,goodness-sent,rating-sent_default,goodness-sent_default,rating-sent_no_plural,goodness-sent_no_plural,rating-sent_no_mod,goodness-sent_no_mod,rating-sent_default_nomod,goodness-sent_default_nomod,rating-sent_no_a,goodness-sent_no_a,rating-sent_reverse_mods,goodness-sent_reverse_mods,sentadjorder1,sentadjorder2,rating-sentadjorder1,goodness-sentadjorder1,rating-sentadjorder2,goodness-sentadjorder2
22,spentLondon,2,impressive,"21,234",years,adj-ambig,num-high_odd,noun-measure,"The tourist passed an impressive 21,234 years in Papua New Guinea.","The tourist passed 21,234 impressive years in Papua New Guinea.","The tourist passed an impressive 21,234 year in Papua New Guinea.","The tourist passed a 21,234 years in Papua New Guinea.","The tourist passed 21,234 years in Papua New Guinea.","The tourist passed impressive 21,234 years in Papua New Guinea.","The tourist passed a 21,234 impressive years in Papua New Guinea.", good,0.8854299258606234, good,0.8722278354629436, good,0.5172039473291328, bad,0.048421210401062065, bad,0.18239590419580787, good,0.7881958022323546, good,0.8860195439376247,,,,,,
23,spentLondon,2,impressive,"21,234",hours,adj-ambig,num-high_odd,noun-measure,"The tourist passed an impressive 21,234 hours in Papua New Guinea.","The tourist passed 21,234 impressive hours in Papua New Guinea.","The tourist passed an impressive 21,234 hour in Papua New Guinea.","The tourist passed a 21,234 hours in Papua New Guinea.","The tourist passed 21,234 hours in Papua New Guinea.","The tourist passed impressive 21,234 hours in Papua New Guinea.","The tourist passed a 21,234 impressive hours in Papua New Guinea.", good,0.9925641606688959, good,0.9953247541455131, bad,0.2647399479255954, bad,0.05337500800073214, good,0.9532135028957358, good,0.9809251784683447, good,0.973470470464255,,,,,,
24,spentLondon,2,disappointing,three,days,adj-ambig,num-low,noun-measure,The tourist passed a disappointing three days in Papua New Guinea.,The tourist passed three disappointing days in Papua New Guinea.,The tourist passed a disappointing three day in Papua New Guinea.,The tourist passed a three days in Papua New Guinea.,The tourist passed three days in Papua New Guinea.,The tourist passed disappointing three days in Papua New Guinea.,The tourist passed a three disappointing days in Papua New Guinea., good,0.9957409758776632, good,0.9974611201210597, bad,0.027962834362390332, bad,0.06640671441791424, good,0.9867448505985477, good,0.9645063181094565, good,0.9637601233839745,,,,,,
25,spentLondon,2,disappointing,three,weeks,adj-ambig,num-low,noun-measure,The tourist passed a disappointing three weeks in Papua New Guinea.,The tourist passed three disappointing weeks in Papua New Guinea.,The tourist passed a disappointing three week in Papua New Guinea.,The tourist passed a three weeks in Papua New Guinea.,The tourist passed three weeks in Papua New Guinea.,The tourist passed disappointing three weeks in Papua New Guinea.,The tourist passed a three disappointing weeks in Papua New Guinea., good,0.9944482025062815, good,0.9978061743608019, good,0.7186988533206276, bad,0.13555782113533654, good,0.9885522469383948, good,0.9839157131171093, good,0.9836461817337244,,,,,,
26,spentLondon,2,disappointing,three,months,adj-ambig,num-low,noun-measure,The tourist passed a disappointing three months in Papua New Guinea.,The tourist passed three disappointing months in Papua New Guinea.,The tourist passed a disappointing three month in Papua New Guinea.,The tourist passed a three months in Papua New Guinea.,The tourist passed three months in Papua New Guinea.,The tourist passed disappointing three months in Papua New Guinea.,The tourist passed a three disappointing months in Papua New Guinea., good,0.9957025923960444, good,0.9986706230054893, good,0.8948360829703488, bad,0.21007028039200892, good,0.994423168582335, good,0.9807895151080693, good,0.9884190880343291,,,,,,
27,spentLondon,2,disappointing,three,years,adj-ambig,num-low,noun-measure,The tourist passed a disappointing three years in Papua New Guinea.,The tourist passed three disappointing years in Papua New Guinea.,The tourist passed a disappointing three year in Papua New Guinea.,The tourist passed a three years in Papua New Guinea.,The tourist passed three years in Papua New Guinea.,The tourist passed disappointing three years in Papua New Guinea.,The tourist passed a three disappointing years in Papua New Guinea., good,0.9949944258500403, good,0.9976218742322442, good,0.6831572989486095, bad,0.017149474589548408, good,0.9667338056179213, good,0.9354759142422733, good,0.960116789682947,,,,,,
28,spentLondon,2,disappointing,three,hours,adj-ambig,num-low,noun-measure,The tourist passed a disappointing three hours in Papua New Guinea.,The tourist passed three disappointing hours in Papua New Guinea.,The tourist passed a disappointing three hour in Papua New Guinea.,The tourist passed a three hours in Papua New Guinea.,The tourist passed three hours in Papua New Guinea.,The tourist passed disappointing three hours in Papua New Guinea.,The tourist passed a three disappointing hours in Papua New Guinea., good,0.9920021672220535, good,0.996854101740456, bad,0.04819339896320807, bad,0.05031935494212114, good,0.9627282385213697, good,0.965803318052835, good,0.9763839807890077,,,,,,
29,spentLondon,2,disappointing,five,days,adj-ambig,num-low,noun-measure,The tourist passed a disappointing five days in Papua New Guinea.,The tourist passed five disappointing days in Papua New Guinea.,The tourist passed a disappointing five day in Papua New Guinea.,The tourist passed a five days in Papua New Guinea.,The tourist passed five days in Papua New Guinea.,The tourist passed disappointing five days in Papua New Guinea.,The tourist passed a five disappointing days in Papua New Guinea., good,0.996454451154859, good,0.9985642297058155, bad,0.11292891060083221, bad,0.12268519118454113, good,0.9935917413333867, good,0.9727265473944938, good,0.9787508590268623,,,,,,
30,spentLondon,2,disappointing,five,weeks,adj-ambig,num-low,noun-measure,The tourist passed a disappointing five weeks in Papua New Guinea.,The tourist passed five disappointing weeks in Papua New Guinea.,The tourist passed a disappointing five week in Papua New Guinea.,The tourist passed a five weeks in Papua New Guinea.,The tourist passed five weeks in Papua New Guinea.,The tourist passed disappointing five weeks in Papua New Guinea.,The tourist passed a five disappointing weeks in Papua New Guinea., good,0.9955106623378348, good,0.998371050780335, good,0.6812908987120645, bad,0.17507918576537196, good,0.9867681558136393, good,0.978366350085087, good,0.9738053882777251,,,,,,
31,spentLondon,2,disappointing,five,months,adj-ambig,num-low,noun-measure,The tourist passed a disappointing five months in Papua New Guinea.,The tourist passed five disappointing months in Papua New Guinea.,The tourist passed a disappointing five month in Papua New Guinea.,The tourist passed a five months in Papua New Guinea.,The tourist passed five months in Papua New Guinea.,The tourist passed disappointing five months in Papua New Guinea.,The tourist passed a five disappointing months in Papua New Guinea., good,0.9966295698943666, good,0.9989406943607594, good,0.9401187743582788, bad,0.12201795900164292, good,0.9934687790479516, good,0.9727708940359149, good,0.9837851778078978,,,,,,
32,spentLondon,2,disappointing,five,years,adj-ambig,num-low,noun-measure,The tourist passed a disappointing five years in Papua New Guinea.,The tourist passed five disappointing years in Papua New Guinea.,The tourist passed a disappointing five year in Papua New Guinea.,The tourist passed a five years in Papua New Guinea.,The tourist passed five years in Papua New Guinea.,The tourist passed disappointing five years in Papua New Guinea.,The tourist passed a five disappointing years in Papua New Guinea., good,0.9958936253088626, good,0.9984748216684335, good,0.8998172516484223, bad,0.017054347746789378, good,0.9623837204888631, good,0.9395336254275614, good,0.9320659220356629,,,,,,
33,spentLondon,2,disappointing,five,hours,adj-ambig,num-low,noun-measure,The tourist passed a disappointing five hours in Papua New Guinea.,The tourist passed five disappointing hours in Papua New Guinea.,The tourist passed a disappointing five hour in Papua New Guinea.,The tourist passed a five hours in Papua New Guinea.,The tourist passed five hours in Papua New Guinea.,The tourist passed disappointing five hours in Papua New Guinea.,The tourist passed a five disappointing hours in Papua New Guinea., good,0.9945969781129015, good,0.998142644224036, bad,0.0805038481566761, bad,0.036418158638268805, good,0.9640493844511212, good,0.9464151257865896, good,0.9702316340526385,,,,,,
34,spentLondon,2,disappointing,six,days,adj-ambig,num-low,noun-measure,The tourist passed a disappointing six days in Papua New Guinea.,The tourist passed six disappointing days in Papua New Guinea.,The tourist passed a disappointing six day in Papua New Guinea.,The tourist passed a six days in Papua New Guinea.,The tourist passed six days in Papua New Guinea.,The tourist passed disappointing six days in Papua New Guinea.,The tourist passed a six disappointing days in Papua New Guinea., good,0.9952427969058936, good,0.9980453718784669, bad,0.1587734217369282, bad,0.046091162236793104, good,0.9825309249087251, good,0.9595264015184642, good,0.9657658842416992,,,,,,
35,spentLondon,2,disappointing,six,weeks,adj-ambig,num-low,noun-measure,The tourist passed a disappointing six weeks in Papua New Guinea.,The tourist passed six disappointing weeks in Papua New Guinea.,The tourist passed a disappointing six week in Papua New Guinea.,The tourist passed a six weeks in Papua New Guinea.,The tourist passed six weeks in Papua New Guinea.,The tourist passed disappointing six weeks in Papua New Guinea.,The tourist passed a six disappointing weeks in Papua New Guinea., good,0.9941679398750348, good,0.9979361741233719, good,0.8584819705257173, bad,0.05259544158105267, good,0.9860292366936406, good,0.9725252634367124, good,0.9752408361994391,,,,,,
36,spentLondon,2,disappointing,six,months,adj-ambig,num-low,noun-measure,The tourist passed a disappointing six months in Papua New Guinea.,The tourist passed six disappointing months in Papua New Guinea.,The tourist passed a disappointing six month in Papua New Guinea.,The tourist passed a six months in Papua New Guinea.,The tourist passed six months in Papua New Guinea.,The tourist passed disappointing six months in Papua New Guinea.,The tourist passed a six disappointing months in Papua New Guinea., good,0.9955153123789988, good,0.9985213155327918, good,0.965495102140573, bad,0.11078032010377281, good,0.9938050662203839, good,0.9778776539337549, good,0.9841878673987473,,,,,,
37,spentLondon,2,disappointing,six,years,adj-ambig,num-low,noun-measure,The tourist passed a disappointing six years in Papua New Guinea.,The tourist passed six disappointing years in Papua New Guinea.,The tourist passed a disappointing six year in Papua New Guinea.,The tourist passed a six years in Papua New Guinea.,The tourist passed six years in Papua New Guinea.,The tourist passed disappointing six years in Papua New Guinea.,The tourist passed a six disappointing years in Papua New Guinea., good,0.9943949158303933, good,0.9978466453019353, good,0.8596268923308172, bad,0.010820707364799453, good,0.952170613868177, good,0.921241676984749, good,0.941749923162608,,,,,,
38,spentLondon,2,disappointing,six,hours,adj-ambig,num-low,noun-measure,The tourist passed a disappointing six hours in Papua New Guinea.,The tourist passed six disappointing hours in Papua New Guinea.,The tourist passed a disappointing six hour in Papua New Guinea.,The tourist passed a six hours in Papua New Guinea.,The tourist passed six hours in Papua New Guinea.,The tourist passed disappointing six hours in Papua New Guinea.,The tourist passed a six disappointing hours in Papua New Guinea., good,0.9935826844878649, good,0.9975926696784028, bad,0.07473093251442176, bad,0.01845773740242218, good,0.9647880684010708, good,0.9385596745009263, good,0.9722586539835354,,,,,,
39,spentLondon,2,disappointing,eight,days,adj-ambig,num-low,noun-measure,The tourist passed a disappointing eight days in Papua New Guinea.,The tourist passed eight disappointing days in Papua New Guinea.,The tourist passed a disappointing eight day in Papua New Guinea.,The tourist passed an eight days in Papua New Guinea.,The tourist passed eight days in Papua New Guinea.,The tourist passed disappointing eight days in Papua New Guinea.,The tourist passed an eight disappointing days in Papua New Guinea., good,0.9963278495958235, good,0.9984488939104503, bad,0.4351212089695434, bad,0.1354964262716878, good,0.9957644021545745, good,0.9416044905350713, good,0.9466981244445888,,,,,,
40,spentLondon,2,disappointing,eight,weeks,adj-ambig,num-low,noun-measure,The tourist passed a disappointing eight weeks in Papua New Guinea.,The tourist passed eight disappointing weeks in Papua New Guinea.,The tourist passed a disappointing eight week in Papua New Guinea.,The tourist passed an eight weeks in Papua New Guinea.,The tourist passed eight weeks in Papua New Guinea.,The tourist passed disappointing eight weeks in Papua New Guinea.,The tourist passed an eight disappointing weeks in Papua New Guinea., good,0.9952597842530213, good,0.9982068985307619, good,0.8097374335311432, bad,0.11893453658447595, good,0.9871917064008148, good,0.9420462800950634, good,0.9836995882856572,,,,,,
41,spentLondon,2,disappointing,eight,months,adj-ambig,num-low,noun-measure,The tourist passed a disappointing eight months in Papua New Guinea.,The tourist passed eight disappointing months in Papua New Guinea.,The tourist passed a disappointing eight month in Papua New Guinea.,The tourist passed an eight months in Papua New Guinea.,The tourist passed eight months in Papua New Guinea.,The tourist passed disappointing eight months in Papua New Guinea.,The tourist passed an eight disappointing months in Papua New Guinea., good,0.9958229330143303, good,0.9987552637276462, good,0.9796151240672295, bad,0.20996127046903357, good,0.9940939132079943, good,0.9560277664010042, good,0.9770283568002602,,,,,,
42,spentLondon,2,disappointing,eight,years,adj-ambig,num-low,noun-measure,The tourist passed a disappointing eight years in Papua New Guinea.,The tourist passed eight disappointing years in Papua New Guinea.,The tourist passed a disappointing eight year in Papua New Guinea.,The tourist passed an eight years in Papua New Guinea.,The tourist passed eight years in Papua New Guinea.,The tourist passed disappointing eight years in Papua New Guinea.,The tourist passed an eight disappointing years in Papua New Guinea., good,0.9947773417510563, good,0.998058779610247, good,0.8912873274489537, bad,0.0434145108079399, good,0.9608122610549147, good,0.9048991173836377, good,0.9537213243955761,,,,,,
43,spentLondon,2,disappointing,eight,hours,adj-ambig,num-low,noun-measure,The tourist passed a disappointing eight hours in Papua New Guinea.,The tourist passed eight disappointing hours in Papua New Guinea.,The tourist passed a disappointing eight hour in Papua New Guinea.,The tourist passed an eight hours in Papua New Guinea.,The tourist passed eight hours in Papua New Guinea.,The tourist passed disappointing eight hours in Papua New Guinea.,The tourist passed an eight disappointing hours in Papua New Guinea., good,0.9923099476211354, good,0.9979037495083914, bad,0.13795583143794954, bad,0.047756011893867134, good,0.9814089291380843, good,0.9269649910379819, good,0.9712276763669488,,,,,,
44,spentLondon,2,disappointing,ten,days,adj-ambig,num-low,noun-measure,The tourist passed a disappointing ten days in Papua New Guinea.,The tourist passed ten disappointing days in Papua New Guinea.,The tourist passed a disappointing ten day in Papua New Guinea.,The tourist passed a ten days in Papua New Guinea.,The tourist passed ten days in Papua New Guinea.,The tourist passed disappointing ten days in Papua New Guinea.,The tourist passed a ten disappointing days in Papua New Guinea., good,0.9962115005408337, good,0.9986023769860153, bad,0.4963595206107242, bad,0.40143769650785754, good,0.9961953458072629, good,0.9894277839180313, good,0.9535170019544559,,,,,,
45,spentLondon,2,disappointing,ten,weeks,adj-ambig,num-low,noun-measure,The tourist passed a disappointing ten weeks in Papua New Guinea.,The tourist passed ten disappointing weeks in Papua New Guinea.,The tourist passed a disappointing ten week in Papua New Guinea.,The tourist passed a ten weeks in Papua New Guinea.,The tourist passed ten weeks in Papua New Guinea.,The tourist passed disappointing ten weeks in Papua New Guinea.,The tourist passed a ten disappointing weeks in Papua New Guinea., good,0.9955977491388143, good,0.9985235807808176, good,0.8470182058932411, bad,0.11166814036575945, good,0.9906468791026336, good,0.9879161433383333, good,0.9778793828229755,,,,,,
